title,authors,abstracts,venue,year_token,year,primary_topic,reference_count,citation_count,keywords,Label
merge abstract argumentation framework,jérôme delobelle jean-guy mailly,noabstract,kr,year_2016_2017,2016,notopic,38,0,nokeyword,3
succinctness language judgment aggregation,wouter gelade frank neven,noabstract,kr,year_2016_2017,2016,notopic,47,0,nokeyword,1
knowledge graph embed flexible translation,zepeng li rikui huang yufeng zhang jianghong zhu bin hu,noabstract,kr,year_2016_2017,2016,notopic,10,0,nokeyword,4
functional completeness argumentation semantic,noauthor,noabstract,kr,year_2016_2017,2016,notopic,26,0,nokeyword,3
imperfect information reactive module game,julian gutierrez giuseppe perelli michael wooldridge,reactive module highlevel modelling language concurrent distribute multiagent system use number practical model checking tool reactive modules game gametheoretic extension reactive module agent system assume act strategically attempt satisfy temporal logic formula represent individual goal reactive modules games perfect information closely study complexity game theoretic decision problem relate game comprehensively classify however date work consider imperfect information case paper address gap investigate reactive module game agent partial visibility environment,kr,year_2016_2017,2016,formal method verification,52,0,perfect information computer science extension predicate logic temporal logic nash equilibrium visibility imperfect theoretical computer science mathematical economic programming language mathematic,1
mis partition base framework measure inconsistency,christopher k. hsee joe zhang,noabstract,kr,year_2016_2017,2016,notopic,46,0,nokeyword,1
knowledge compilation lift probabilistic inference compile lowlevel language,seyed mehran kazemi guy van den broeck david poole,noabstract,kr,year_2016_2017,2016,notopic,11,0,nokeyword,3
antiunification concept description logic el,franz baader stefan borgwardt barbara morawska,noabstract,kr,year_2016_2017,2016,notopic,19,0,nokeyword,4
expressibility nonmonotone operator sparql,maneesh john jyothi rikhab chand mathews jacob,noabstract,kr,year_2016_2017,2016,notopic,33,0,nokeyword,1
expressive description logic instantiation metamodelle,d. calvanese g. de giacomo,noabstract,kr,year_2016_2017,2016,notopic,12,0,nokeyword,2
decidable reasoning logic limited belief function symbol,schwering christoph lakemeyer gerhard,noabstract,kr,year_2016_2017,2016,notopic,29,0,nokeyword,3
weight rule stable model semantic,simone pascucci alejandra lópez fernández,noabstract,kr,year_2016_2017,2016,notopic,23,0,nokeyword,1
easy owl draw graphol visual ontology language,domenico lembo valerio santarelli domenico fabio savo giuseppe de giacomo,noabstract,kr,year_2016_2017,2016,notopic,18,0,nokeyword,5
higherorder semantic metaquerying owl 2 ql,richard fikes patrick hayes ian horrocks,noabstract,kr,year_2016_2017,2016,notopic,10,0,nokeyword,2
model check multiagent system epistemic hs specification regular expression,jakub michaliszyn piotr witkowski,noabstract,kr,year_2016_2017,2016,notopic,45,0,nokeyword,2
encode large rcc8 scenario use rectangular pseudosolution,schockaert steven li sanjiang,noabstract,kr,year_2016_2017,2016,notopic,29,0,nokeyword,1
probabilistic model weight ordering fixedparameter tractable variable elimination,stefan szeider,noabstract,kr,year_2016_2017,2016,notopic,22,0,nokeyword,5
use metric temporal logic specify scheduling problem,j.w. gray j. mclean,noabstract,kr,year_2016_2017,2016,notopic,17,0,nokeyword,4
complexity description logic alcm,noauthor,paper show problem check consistency knowledge base description logic alcm exptimecomplete stand metamodelle define motz rohrer severi show main result define exptime tableau algorithm extension algorithm check consistency knowledge base alc nguyen szala,kr,year_2016_2017,2016,notopic,43,0,nokeyword,2
model checking wellbehave fragment hs almost final picture,alberto molinari angelo montanari adriano peron,model check one powerful widespread tool system verification application many area computer science artificial intelligence large majority model checker deal property express pointbase temporal logic ltl ctl however exist relevant property system inherently intervalbase model check algorithm interval temporal logic itls recently propose check interval property computation model check problem full halpern shoham itl hs short turn decidable computationally heavy research focus wellbehave fragment paper provide almost final picture computational complexity model check hs fragment modality subset allen relation meet meet start end,kr,year_2016_2017,2016,notopic,29,0,nokeyword,1
minimality postulate ontology revision,aidan sims brailey sims,noabstract,kr,year_2016_2017,2016,notopic,15,0,nokeyword,2
solve ppppcomplete problem use knowledge compilation,amir karimi,noabstract,kr,year_2016_2017,2016,notopic,33,0,nokeyword,3
multiaspect evaluation framework comment social web,patkos theodore flouris giorgos bikakis antonis,noabstract,kr,year_2016_2017,2016,notopic,12,0,nokeyword,3
discontinuityfree decision support quantitative argumentation debate,jodi schneider,noabstract,kr,year_2016_2017,2016,notopic,26,0,nokeyword,2
undecidability result databaseinspire reasoning problem expressive description logic,stefan borgwardt rafael peñaloza,noabstract,kr,year_2016_2017,2016,notopic,41,0,nokeyword,3
representative solution multiobjective constraint optimization problem,maxime clement tenda okimoto nicolas schwind katsumi inoue,noabstract,kr,year_2016_2017,2016,notopic,10,0,nokeyword,3
reasoning truthfulness agent use answer set programming,marcello balduccini michael gelfond enrico pontelli tran cao son,noabstract,kr,year_2016_2017,2016,notopic,18,0,nokeyword,5
preference priority study base contrction,yejun xu,noabstract,kr,year_2016_2017,2016,notopic,0,0,nokeyword,2
